1.688093019680128e+32, 1973700254.639674
1.698150938156706e+32, 1969618806.146367
1.7082672893192065e+32, 1965544960.6494997
1.718442387252693e+32, 1961478699.8852212
1.7286765646563216e+32, 1957420003.3072267
1.738970185743733e+32, 1953368853.92626
1.7493234140233534e+32, 1949325231.9622166
1.7597367233505425e+32, 1945289118.9330292
1.7702103930083437e+32, 1941260495.9995573
1.780744745577045e+32, 1937239343.9977689
1.7913401243369105e+32, 1933225645.0885656
1.8019968514823435e+32, 1929219380.1244028
1.812715258466841e+32, 1925220530.428903
1.8234956781786076e+32, 1921229077.3442807
1.8343384570996882e+32, 1917245001.8536983
1.845243910688748e+32, 1913268286.039742
1.8562123848746703e+32, 1909298910.9743826
1.8672442185126387e+32, 1905336858.072515
1.8783397519281985e+32, 1901382108.766769
1.8894993874633602e+32, 1897434643.4070425
1.9007233304103583e+32, 1893494446.133308
1.9120120050377395e+32, 1889561496.8450341
1.9233657596672152e+32, 1885635777.0664482
1.9347849410374013e+32, 1881717268.3343208
1.9462698970642146e+32, 1877805952.2007494
1.9578209774858924e+32, 1873901810.2348754
1.969438571232434e+32, 1870004827.017079
1.9811229437075097e+32, 1866114977.423932
1.9928745064322322e+32, 1862232247.117901
2.004693679245043e+32, 1858356617.8116446
2.0165807066019267e+32, 1854488070.8946948
2.028535905152727e+32, 1850626587.9847648
2.0405598038287016e+32, 1846772151.0140033
2.0526526317269025e+32, 1842924737.1161745
2.0648148521692372e+32, 1839084335.239563
2.077046760855586e+32, 1835250922.2474966
2.089348781184355e+32, 1831424482.575517
2.101721230401758e+32, 1827604998.463718
2.1141644762796707e+32, 1823792450.9930284
2.1266789208221576e+32, 1819986821.6878157
2.139264931153212e+32, 1816188090.8455713
2.1519228717945905e+32, 1812396242.5325837
2.164653126301005e+32, 1808611255.7810123
2.1774560733937936e+32, 1804833114.4200408
2.1903320790669702e+32, 1801061800.1813009
2.203281524452711e+32, 1797297294.9291666
2.2163047944327904e+32, 1793539580.5515442
2.2294022720934887e+32, 1789788638.9616797
2.242574341875157e+32, 1786044452.0916903
2.2558213896571474e+32, 1782307001.891131
2.269143800755499e+32, 1778576270.8045783
2.2825419679734658e+32, 1774852239.8274026
2.2960163231069767e+32, 1771134893.373401
2.309567127972458e+32, 1767424208.5324616
2.3231948921184714e+32, 1763720170.758469
2.3368999857904378e+32, 1760022761.904506
2.350682803618241e+32, 1756331963.9420846
2.364543743276442e+32, 1752647758.8988354
2.3784831939241754e+32, 1748970128.815438
2.3925015659118444e+32, 1745299055.8770041
2.4065992560459322e+32, 1741634522.1152558
2.420776665741171e+32, 1737976509.6457193
2.4350341988588996e+32, 1734325000.6074662
2.4493722609631076e+32, 1730679977.15655
2.4637912592640114e+32, 1727041421.4658716
2.478291603468468e+32, 1723409315.7245
2.492873700139436e+32, 1719783642.1356628
2.507537963900511e+32, 1716164382.91866
2.5222848115766822e+32, 1712551520.3109217
2.537114644171441e+32, 1708945036.5485907
2.5520278864262605e+32, 1705344913.9012046
2.5670249721100275e+32, 1701751135.9245281
2.5821062757562374e+32, 1698163681.9079087
2.5972722436017586e+32, 1694582535.9749634
2.6125233004654517e+32, 1691007680.4140632
2.6278598660065474e+32, 1687439097.529857
2.6432823684617295e+32, 1683876769.6562335
2.6587912156158023e+32, 1680320679.114376
2.674386847878048e+32, 1676770808.2839153
2.690069695604803e+32, 1673227139.5943766
2.705840171658028e+32, 1669689655.370869
2.7216987181610496e+32, 1666158338.0313768
2.737645761939239e+32, 1662633169.9918149
2.753681734939805e+32, 1659114133.6848676
2.7698070710068194e+32, 1655601211.5572658
2.786022205369071e+32, 1652094386.0696764
2.802327574211408e+32, 1648593639.69608
2.8187236149394363e+32, 1645098954.9238565
2.8352107737906165e+32, 1641610314.258066
2.851789471279447e+32, 1638127700.2012403
2.8684601626562925e+32, 1634651095.2874687
2.8852232885496684e+32, 1631180482.0558212
2.9020792918356445e+32, 1627715843.0586042
2.9190286169456765e+32, 1624257160.861157
2.936071709529709e+32, 1620804418.041791
2.9532090163912278e+32, 1617357597.1917865
2.9704409855277573e+32, 1613916680.915374
2.987768066092619e+32, 1610481651.8301055
3.005190708347422e+32, 1607052492.5668423
3.0227093637270112e+32, 1603629185.7703397
