Mass [Solar Mass], Radius [Solar Radii]
1.391513549569906, 0.0006985525057109354
1.3919995911022192, 0.0006399370512278764
1.3924053520376258, 0.0005859904372968197
1.3927438359913595, 0.0005363789924741058
1.393026007510716, 0.0004907871744637078
1.393261094422886, 0.0004489174379843703
1.3934568498182343, 0.00041048995911515984
1.3936197779032866, 0.0003752422373900039
1.3937553278262365, 0.0003429285964847723
1.3938680593482335, 0.00031331960336913704
1.3939617839459189, 0.0002862014243809023
1.39403968460533, 0.0002613751350314181
1.3941044172427728, 0.00023865599851881776
1.3941581963530207, 0.00021787272606578608
1.3942028671797928, 0.00019886673036309337
1.3942399664200968, 0.00018149138162579836
1.3942707731691835, 0.00016561127413621232
1.3942963516463742, 0.00015110150964102237
1.3943175869539162, 0.00013784700262611533
1.3943352149801491, 0.0001257418113027274
1.394349847377789, 0.00011468849710756876
1.3943619924106643, 0.00010459751463318183
1.3943720723378918, 9.538663315953217e-05
1.394380437900915, 8.698039033527191e-05
1.3943873803889115, 7.930957804758035e-05
1.3943931416823194, 7.231076011019495e-05
1.394397922609051, 6.592582107500787e-05
1.3944018898947075, 6.010154522302686e-05
1.3944051819409924, 5.4789224605341745e-05
1.3944079136285843, 4.994429487147142e-05
1.394410180308177, 4.552599753430796e-05
1.3944120611161193, 4.1497067269184824e-05
1.3944136217285203, 3.782344282216332e-05
